current_time,detector_temperature,backside_temperature
2023-12-28 16:44:28,-60,40
2023-12-28 16:44:39,-54,40
2023-12-28 16:44:49,-52,40
2023-12-28 16:44:59,-52,41
2023-12-28 16:45:10,-55,43
2023-12-28 16:45:20,-57,43
2023-12-28 16:45:30,-59,43
2023-12-28 16:45:41,-61,44
2023-12-28 16:45:51,-63,44
2023-12-28 16:46:01,-64,44
2023-12-28 16:46:12,-66,44
2023-12-28 16:46:22,-67,44
2023-12-28 16:46:32,-68,45
2023-12-28 16:46:43,-69,45
2023-12-28 16:46:53,-70,45
2023-12-28 16:47:03,-71,45
2023-12-28 16:47:14,-72,44
2023-12-28 16:47:24,-72,44
2023-12-28 16:47:34,-72,43
2023-12-28 16:47:45,-71,43
2023-12-28 16:47:55,-71,43
2023-12-28 16:48:05,-70,43
2023-12-28 16:48:16,-70,42
2023-12-28 16:48:26,-70,42
2023-12-28 16:48:37,-70,42
2023-12-28 16:48:47,-70,42
2023-12-28 16:48:57,-70,42
2023-12-28 16:49:08,-70,42
2023-12-28 16:49:18,-70,42
2023-12-28 16:49:28,-70,42
2023-12-28 16:49:39,-70,42
2023-12-28 16:49:49,-70,42
2023-12-28 16:49:59,-70,42
2023-12-28 16:50:10,-70,42
2023-12-28 16:50:20,-70,42
2023-12-28 16:50:30,-70,42
2023-12-28 16:50:41,-70,41
2023-12-28 16:50:51,-70,41
2023-12-28 16:51:01,-70,41
2023-12-28 16:51:12,-70,41
2023-12-28 16:51:22,-70,41
2023-12-28 16:51:32,-70,41
2023-12-28 16:51:43,-70,41
2023-12-28 16:51:53,-70,41
2023-12-28 16:52:03,-70,41
2023-12-28 16:52:14,-70,41
2023-12-28 16:52:24,-70,41
2023-12-28 16:52:34,-70,41
2023-12-28 16:52:45,-70,41
2023-12-28 16:52:55,-70,41
2023-12-28 16:53:05,-70,41
2023-12-28 16:53:16,-70,41
2023-12-28 16:53:26,-70,41
2023-12-28 16:53:36,-70,41
2023-12-28 16:53:47,-70,41
2023-12-28 16:53:57,-70,41
2023-12-28 16:54:07,-70,41
2023-12-28 16:54:18,-70,40
2023-12-28 16:54:28,-70,40
2023-12-28 16:54:38,-70,40
2023-12-28 16:54:49,-70,40
2023-12-28 16:54:59,-70,40
2023-12-28 16:55:09,-70,40
2023-12-28 16:55:20,-70,40
2023-12-28 16:55:30,-70,40
2023-12-28 16:55:40,-70,40
2023-12-28 16:55:51,-70,40
2023-12-28 16:56:01,-70,40
2023-12-28 16:56:12,-70,40
2023-12-28 16:56:22,-70,40
2023-12-28 16:56:32,-70,40
2023-12-28 16:56:42,-70,40
2023-12-28 16:56:53,-70,40
2023-12-28 16:57:03,-70,40
2023-12-28 16:57:13,-70,40
2023-12-28 16:57:24,-70,39
2023-12-28 16:57:34,-70,39
2023-12-28 16:57:44,-70,39
2023-12-28 16:57:55,-70,39
2023-12-28 16:58:05,-70,39
2023-12-28 16:58:16,-70,39
2023-12-28 16:58:26,-70,39
2023-12-28 16:58:36,-70,39
2023-12-28 16:58:47,-70,39
2023-12-28 16:58:57,-70,39
2023-12-28 16:59:07,-70,39
2023-12-28 16:59:18,-70,39
2023-12-28 16:59:28,-70,39
2023-12-28 16:59:38,-70,39
2023-12-28 16:59:49,-70,39
2023-12-28 16:59:59,-70,39
2023-12-28 17:00:09,-70,39
2023-12-28 17:00:20,-70,38
2023-12-28 17:00:30,-70,38
2023-12-28 17:00:40,-70,38
2023-12-28 17:00:51,-70,38
2023-12-28 17:01:01,-70,38
2023-12-28 17:01:12,-70,38
2023-12-28 17:01:22,-70,38
2023-12-28 17:01:32,-70,38
2023-12-28 17:01:43,-70,38
2023-12-28 17:01:53,-70,38
2023-12-28 17:02:03,-70,38
2023-12-28 17:02:14,-70,38
2023-12-28 17:02:24,-70,38
2023-12-28 17:02:34,-70,38
2023-12-28 17:02:45,-70,38
2023-12-28 17:02:55,-70,38
2023-12-28 17:03:05,-70,38
2023-12-28 17:03:16,-70,38
2023-12-28 17:03:26,-70,38
2023-12-28 17:03:36,-70,38
2023-12-28 17:03:47,-70,38
2023-12-28 17:03:57,-70,38
2023-12-28 17:04:07,-70,38
2023-12-28 17:04:18,-70,38
2023-12-28 17:04:28,-70,38
2023-12-28 17:04:39,-70,38
2023-12-28 17:04:49,-70,38
2023-12-28 17:04:59,-70,38
2023-12-28 17:05:10,-70,38
2023-12-28 17:05:20,-70,38
2023-12-28 17:05:30,-70,38
2023-12-28 17:05:41,-70,38
2023-12-28 17:05:51,-70,38
2023-12-28 17:06:01,-70,38
2023-12-28 17:06:12,-70,38
2023-12-28 17:06:22,-70,38
2023-12-28 17:06:32,-70,38
2023-12-28 17:06:43,-70,38
2023-12-28 17:06:53,-70,38
2023-12-28 17:07:03,-70,38
2023-12-28 17:07:14,-70,38
2023-12-28 17:07:24,-70,38
2023-12-28 17:07:34,-70,38
2023-12-28 17:07:45,-70,38
2023-12-28 17:07:55,-70,38
2023-12-28 17:08:05,-70,38
2023-12-28 17:08:16,-70,38
2023-12-28 17:08:26,-70,38
2023-12-28 17:08:37,-70,38
2023-12-28 17:08:47,-70,38
2023-12-28 17:08:57,-70,38
2023-12-28 17:09:08,-70,38
2023-12-28 17:09:18,-70,38
2023-12-28 17:09:28,-70,38
2023-12-28 17:09:39,-70,38
2023-12-28 17:09:49,-70,38
2023-12-28 17:10:00,-70,38
2023-12-28 17:10:10,-70,38
2023-12-28 17:10:20,-70,38
2023-12-28 17:10:31,-70,38
2023-12-28 17:10:41,-70,38
2023-12-28 17:10:51,-70,38
2023-12-28 17:11:02,-70,38
2023-12-28 17:11:12,-70,38
2023-12-28 17:11:23,-70,38
2023-12-28 17:11:33,-70,38
2023-12-28 17:11:43,-70,38
2023-12-28 17:11:54,-70,38
2023-12-28 17:12:04,-70,38
2023-12-28 17:12:14,-70,38
2023-12-28 17:12:25,-70,38
2023-12-28 17:12:35,-70,38
2023-12-28 17:12:45,-70,38
2023-12-28 17:12:56,-70,38
2023-12-28 17:13:06,-70,38
2023-12-28 17:13:16,-70,38
2023-12-28 17:13:27,-70,38
2023-12-28 17:13:37,-70,38
2023-12-28 17:13:47,-70,38
2023-12-28 17:13:58,-70,38
2023-12-28 17:14:08,-70,38
2023-12-28 17:14:19,-70,38
2023-12-28 17:14:29,-70,38
2023-12-28 17:14:39,-70,38
2023-12-28 17:14:50,-70,38
2023-12-28 17:15:00,-70,38
2023-12-28 17:15:10,-70,38
2023-12-28 17:15:21,-70,38
2023-12-28 17:15:31,-70,38
2023-12-28 17:15:41,-70,38
2023-12-28 17:15:52,-70,38
2023-12-28 17:16:02,-70,38
