current_time,detector_temperature,backside_temperature
2023-12-28 16:44:30,-58,39
2023-12-28 16:44:41,-52,39
2023-12-28 16:44:51,-50,39
2023-12-28 16:45:01,-51,40
2023-12-28 16:45:12,-53,41
2023-12-28 16:45:22,-56,41
2023-12-28 16:45:32,-58,41
2023-12-28 16:45:43,-60,42
2023-12-28 16:45:53,-62,42
2023-12-28 16:46:04,-64,42
2023-12-28 16:46:14,-65,42
2023-12-28 16:46:24,-67,43
2023-12-28 16:46:35,-68,43
2023-12-28 16:46:45,-70,43
2023-12-28 16:46:55,-71,43
2023-12-28 16:47:06,-71,43
2023-12-28 16:47:16,-72,42
2023-12-28 16:47:26,-72,42
2023-12-28 16:47:37,-72,42
2023-12-28 16:47:47,-71,41
2023-12-28 16:47:57,-71,41
2023-12-28 16:48:08,-70,41
2023-12-28 16:48:18,-70,41
2023-12-28 16:48:28,-70,41
2023-12-28 16:48:39,-70,41
2023-12-28 16:48:49,-70,41
2023-12-28 16:48:59,-70,41
2023-12-28 16:49:10,-70,41
2023-12-28 16:49:20,-70,40
2023-12-28 16:49:30,-70,40
2023-12-28 16:49:41,-70,40
2023-12-28 16:49:51,-70,40
2023-12-28 16:50:01,-70,40
2023-12-28 16:50:12,-70,40
2023-12-28 16:50:22,-70,40
2023-12-28 16:50:33,-70,40
2023-12-28 16:50:43,-70,40
2023-12-28 16:50:53,-70,40
2023-12-28 16:51:04,-70,40
2023-12-28 16:51:14,-70,40
2023-12-28 16:51:24,-70,40
2023-12-28 16:51:35,-70,40
2023-12-28 16:51:45,-70,40
2023-12-28 16:51:56,-70,40
2023-12-28 16:52:06,-70,40
2023-12-28 16:52:16,-70,40
2023-12-28 16:52:27,-70,40
2023-12-28 16:52:37,-70,40
2023-12-28 16:52:47,-70,40
2023-12-28 16:52:58,-70,39
2023-12-28 16:53:08,-70,39
2023-12-28 16:53:18,-70,39
2023-12-28 16:53:29,-70,39
2023-12-28 16:53:39,-70,39
2023-12-28 16:53:49,-70,39
2023-12-28 16:54:00,-70,39
2023-12-28 16:54:10,-70,39
2023-12-28 16:54:20,-70,39
2023-12-28 16:54:31,-70,39
2023-12-28 16:54:41,-70,39
2023-12-28 16:54:51,-70,39
2023-12-28 16:55:02,-70,39
2023-12-28 16:55:12,-70,39
2023-12-28 16:55:22,-70,39
2023-12-28 16:55:33,-70,39
2023-12-28 16:55:43,-70,39
2023-12-28 16:55:53,-70,39
2023-12-28 16:56:04,-70,39
2023-12-28 16:56:14,-70,38
2023-12-28 16:56:24,-70,38
2023-12-28 16:56:35,-70,38
2023-12-28 16:56:45,-70,38
2023-12-28 16:56:55,-70,38
2023-12-28 16:57:06,-70,38
2023-12-28 16:57:16,-70,38
2023-12-28 16:57:26,-70,38
2023-12-28 16:57:37,-70,38
2023-12-28 16:57:47,-70,38
2023-12-28 16:57:58,-70,38
2023-12-28 16:58:08,-70,38
2023-12-28 16:58:18,-70,38
2023-12-28 16:58:29,-70,38
2023-12-28 16:58:39,-70,38
2023-12-28 16:58:49,-70,38
2023-12-28 16:59:00,-70,38
2023-12-28 16:59:10,-70,38
2023-12-28 16:59:21,-70,37
2023-12-28 16:59:31,-70,37
2023-12-28 16:59:41,-70,37
2023-12-28 16:59:52,-70,37
2023-12-28 17:00:02,-70,37
2023-12-28 17:00:13,-70,37
2023-12-28 17:00:23,-70,37
2023-12-28 17:00:33,-70,37
2023-12-28 17:00:44,-70,37
2023-12-28 17:00:54,-70,37
2023-12-28 17:01:04,-70,37
2023-12-28 17:01:15,-70,37
2023-12-28 17:01:25,-70,37
2023-12-28 17:01:35,-70,37
2023-12-28 17:01:46,-70,37
2023-12-28 17:01:56,-70,37
2023-12-28 17:02:06,-70,37
2023-12-28 17:02:17,-70,37
2023-12-28 17:02:27,-70,37
2023-12-28 17:02:37,-70,36
2023-12-28 17:02:48,-70,36
2023-12-28 17:02:58,-70,36
2023-12-28 17:03:08,-70,36
2023-12-28 17:03:19,-70,36
2023-12-28 17:03:29,-70,36
2023-12-28 17:03:39,-70,36
2023-12-28 17:03:50,-70,36
2023-12-28 17:04:00,-70,36
2023-12-28 17:04:10,-70,36
2023-12-28 17:04:21,-70,36
2023-12-28 17:04:31,-70,36
2023-12-28 17:04:42,-70,36
2023-12-28 17:04:52,-70,36
2023-12-28 17:05:02,-70,36
2023-12-28 17:05:12,-70,36
2023-12-28 17:05:23,-70,36
2023-12-28 17:05:33,-70,36
2023-12-28 17:05:43,-70,36
2023-12-28 17:05:54,-70,36
2023-12-28 17:06:04,-70,36
2023-12-28 17:06:15,-70,36
2023-12-28 17:06:25,-70,36
2023-12-28 17:06:35,-70,36
2023-12-28 17:06:46,-70,36
2023-12-28 17:06:56,-70,37
2023-12-28 17:07:06,-70,37
2023-12-28 17:07:17,-70,37
2023-12-28 17:07:27,-70,37
2023-12-28 17:07:37,-70,37
2023-12-28 17:07:48,-70,37
2023-12-28 17:07:58,-70,37
2023-12-28 17:08:08,-70,37
2023-12-28 17:08:19,-70,37
2023-12-28 17:08:29,-70,37
2023-12-28 17:08:39,-70,37
2023-12-28 17:08:50,-70,37
2023-12-28 17:09:00,-70,37
2023-12-28 17:09:10,-70,37
2023-12-28 17:09:21,-70,37
2023-12-28 17:09:31,-70,37
2023-12-28 17:09:41,-70,37
2023-12-28 17:09:52,-70,37
2023-12-28 17:10:02,-70,37
2023-12-28 17:10:12,-70,37
2023-12-28 17:10:23,-70,37
2023-12-28 17:10:33,-70,37
2023-12-28 17:10:43,-70,37
2023-12-28 17:10:54,-70,37
2023-12-28 17:11:04,-70,37
2023-12-28 17:11:14,-70,37
2023-12-28 17:11:25,-70,37
2023-12-28 17:11:35,-70,37
2023-12-28 17:11:45,-70,37
2023-12-28 17:11:56,-70,37
2023-12-28 17:12:06,-70,37
2023-12-28 17:12:17,-70,37
2023-12-28 17:12:27,-70,37
2023-12-28 17:12:37,-70,37
2023-12-28 17:12:48,-70,37
2023-12-28 17:12:58,-70,37
2023-12-28 17:13:08,-70,37
2023-12-28 17:13:19,-70,37
2023-12-28 17:13:29,-70,37
2023-12-28 17:13:40,-70,37
2023-12-28 17:13:50,-70,37
2023-12-28 17:14:00,-70,37
2023-12-28 17:14:11,-70,37
2023-12-28 17:14:21,-70,37
2023-12-28 17:14:31,-70,37
2023-12-28 17:14:42,-70,37
