current_time,detector_temperature,backside_temperature
2023-12-28 16:44:29,-58,41
2023-12-28 16:44:39,-53,41
2023-12-28 16:44:50,-50,41
2023-12-28 16:45:00,-50,41
2023-12-28 16:45:10,-51,42
2023-12-28 16:45:21,-53,43
2023-12-28 16:45:31,-54,43
2023-12-28 16:45:41,-55,43
2023-12-28 16:45:52,-57,43
2023-12-28 16:46:02,-58,44
2023-12-28 16:46:12,-59,44
2023-12-28 16:46:23,-60,44
2023-12-28 16:46:33,-61,44
2023-12-28 16:46:43,-62,44
2023-12-28 16:46:54,-63,44
2023-12-28 16:47:04,-63,44
2023-12-28 16:47:15,-64,45
2023-12-28 16:47:25,-64,45
2023-12-28 16:47:35,-65,45
2023-12-28 16:47:46,-65,45
2023-12-28 16:47:56,-66,45
2023-12-28 16:48:07,-66,45
2023-12-28 16:48:17,-67,45
2023-12-28 16:48:27,-67,45
2023-12-28 16:48:37,-67,45
2023-12-28 16:48:48,-67,45
2023-12-28 16:48:58,-68,45
2023-12-28 16:49:09,-68,45
2023-12-28 16:49:19,-68,45
2023-12-28 16:49:29,-68,45
2023-12-28 16:49:40,-68,45
2023-12-28 16:49:50,-68,45
2023-12-28 16:50:00,-68,45
2023-12-28 16:50:11,-68,45
2023-12-28 16:50:21,-68,45
2023-12-28 16:50:31,-68,45
2023-12-28 16:50:42,-69,45
2023-12-28 16:50:52,-69,45
2023-12-28 16:51:03,-69,45
2023-12-28 16:51:13,-69,45
2023-12-28 16:51:23,-69,45
2023-12-28 16:51:34,-69,45
2023-12-28 16:51:44,-69,45
2023-12-28 16:51:55,-69,45
2023-12-28 16:52:05,-69,45
2023-12-28 16:52:15,-69,45
2023-12-28 16:52:26,-69,45
2023-12-28 16:52:36,-69,45
2023-12-28 16:52:46,-69,45
2023-12-28 16:52:57,-69,45
2023-12-28 16:53:07,-69,45
2023-12-28 16:53:17,-69,45
2023-12-28 16:53:28,-69,45
2023-12-28 16:53:38,-69,45
2023-12-28 16:53:49,-69,45
2023-12-28 16:53:59,-69,45
2023-12-28 16:54:09,-69,45
2023-12-28 16:54:20,-69,45
2023-12-28 16:54:30,-69,45
2023-12-28 16:54:40,-69,45
2023-12-28 16:54:51,-69,45
2023-12-28 16:55:01,-69,45
2023-12-28 16:55:11,-69,45
2023-12-28 16:55:22,-69,45
2023-12-28 16:55:32,-69,45
2023-12-28 16:55:42,-69,45
2023-12-28 16:55:53,-69,45
2023-12-28 16:56:03,-69,45
2023-12-28 16:56:13,-69,45
2023-12-28 16:56:24,-69,45
2023-12-28 16:56:34,-69,45
2023-12-28 16:56:44,-69,45
2023-12-28 16:56:55,-69,45
2023-12-28 16:57:05,-69,45
2023-12-28 16:57:15,-69,45
2023-12-28 16:57:26,-69,45
2023-12-28 16:57:36,-69,45
2023-12-28 16:57:46,-69,45
2023-12-28 16:57:57,-69,45
2023-12-28 16:58:07,-69,45
2023-12-28 16:58:17,-69,45
2023-12-28 16:58:28,-69,45
2023-12-28 16:58:38,-69,45
2023-12-28 16:58:48,-69,45
2023-12-28 16:58:59,-69,45
2023-12-28 16:59:09,-69,45
2023-12-28 16:59:19,-69,45
2023-12-28 16:59:30,-69,45
2023-12-28 16:59:40,-70,45
2023-12-28 16:59:51,-70,45
2023-12-28 17:00:01,-70,45
2023-12-28 17:00:11,-70,45
2023-12-28 17:00:22,-70,45
2023-12-28 17:00:32,-70,45
2023-12-28 17:00:42,-70,45
2023-12-28 17:00:53,-70,45
2023-12-28 17:01:03,-70,45
2023-12-28 17:01:13,-70,45
2023-12-28 17:01:24,-70,45
2023-12-28 17:01:34,-70,45
2023-12-28 17:01:44,-70,45
2023-12-28 17:01:55,-70,45
2023-12-28 17:02:05,-70,45
2023-12-28 17:02:15,-70,45
2023-12-28 17:02:26,-70,45
2023-12-28 17:02:36,-70,45
2023-12-28 17:02:46,-70,45
2023-12-28 17:02:57,-70,45
2023-12-28 17:03:07,-70,45
2023-12-28 17:03:17,-70,45
2023-12-28 17:03:28,-70,45
2023-12-28 17:03:38,-70,45
2023-12-28 17:03:48,-70,45
2023-12-28 17:03:59,-70,45
2023-12-28 17:04:09,-70,45
2023-12-28 17:04:19,-70,45
2023-12-28 17:04:30,-70,45
2023-12-28 17:04:40,-70,45
2023-12-28 17:04:50,-70,45
2023-12-28 17:05:01,-70,45
2023-12-28 17:05:11,-70,45
2023-12-28 17:05:21,-70,45
2023-12-28 17:05:32,-70,45
2023-12-28 17:05:42,-70,45
2023-12-28 17:05:53,-70,45
2023-12-28 17:06:03,-70,45
2023-12-28 17:06:13,-70,45
2023-12-28 17:06:24,-70,45
2023-12-28 17:06:34,-70,45
2023-12-28 17:06:44,-70,45
2023-12-28 17:06:55,-70,45
2023-12-28 17:07:05,-70,45
2023-12-28 17:07:15,-70,45
2023-12-28 17:07:26,-70,45
2023-12-28 17:07:36,-70,45
2023-12-28 17:07:46,-70,45
2023-12-28 17:07:57,-70,45
2023-12-28 17:08:07,-70,45
2023-12-28 17:08:17,-70,45
2023-12-28 17:08:28,-70,45
2023-12-28 17:08:38,-70,45
2023-12-28 17:08:48,-70,45
2023-12-28 17:08:59,-70,45
2023-12-28 17:09:09,-70,45
2023-12-28 17:09:19,-70,45
2023-12-28 17:09:30,-70,45
2023-12-28 17:09:40,-70,45
2023-12-28 17:09:51,-70,45
2023-12-28 17:10:01,-69,45
2023-12-28 17:10:11,-69,45
2023-12-28 17:10:22,-69,45
2023-12-28 17:10:32,-69,45
2023-12-28 17:10:42,-69,45
2023-12-28 17:10:53,-69,45
2023-12-28 17:11:03,-69,45
2023-12-28 17:11:13,-69,45
2023-12-28 17:11:24,-69,45
2023-12-28 17:11:34,-69,45
2023-12-28 17:11:44,-69,45
2023-12-28 17:11:55,-69,45
2023-12-28 17:12:05,-69,45
2023-12-28 17:12:15,-69,45
2023-12-28 17:12:26,-69,45
2023-12-28 17:12:36,-69,45
2023-12-28 17:12:46,-69,45
2023-12-28 17:12:57,-69,45
2023-12-28 17:13:07,-69,45
2023-12-28 17:13:17,-69,45
2023-12-28 17:13:28,-69,45
2023-12-28 17:13:38,-69,45
2023-12-28 17:13:49,-69,45
2023-12-28 17:13:59,-69,45
2023-12-28 17:14:09,-69,45
2023-12-28 17:14:20,-69,45
2023-12-28 17:14:30,-69,45
2023-12-28 17:14:40,-69,45
2023-12-28 17:14:51,-69,45
2023-12-28 17:15:01,-69,45
2023-12-28 17:15:12,-69,45
2023-12-28 17:15:22,-69,45
2023-12-28 17:15:32,-69,45
2023-12-28 17:15:43,-69,45
2023-12-28 17:15:53,-69,45
2023-12-28 17:16:03,-69,45
2023-12-28 17:16:14,-69,45
2023-12-28 17:16:24,-68,44
2023-12-28 17:16:34,-67,43
2023-12-28 17:16:45,-65,42
2023-12-28 17:16:55,-62,42
2023-12-28 17:17:05,-59,42
2023-12-28 17:17:16,-58,42
2023-12-28 17:17:26,-57,42
2023-12-28 17:17:36,-58,42
2023-12-28 17:17:47,-58,42
2023-12-28 17:17:57,-59,42
2023-12-28 17:18:08,-59,42
2023-12-28 17:18:18,-60,42
2023-12-28 17:18:28,-60,42
2023-12-28 17:18:39,-61,42
2023-12-28 17:18:49,-61,42
2023-12-28 17:18:59,-61,42
2023-12-28 17:19:10,-61,41
2023-12-28 17:19:20,-60,41
2023-12-28 17:19:30,-60,41
2023-12-28 17:19:41,-60,41
2023-12-28 17:19:51,-60,41
2023-12-28 17:20:02,-60,41
2023-12-28 17:20:12,-60,41
2023-12-28 17:20:22,-60,41
2023-12-28 17:20:33,-60,41
2023-12-28 17:20:43,-60,41
2023-12-28 17:20:53,-60,41
2023-12-28 17:21:04,-60,41
2023-12-28 17:21:14,-60,41
2023-12-28 17:21:24,-60,40
