current_time,detector_temperature,backside_temperature
2023-12-27 14:57:59,23,22
2023-12-27 14:58:09,23,22
2023-12-27 14:58:19,21,23
2023-12-27 14:58:30,19,23
2023-12-27 14:58:40,16,23
2023-12-27 14:58:50,12,23
2023-12-27 14:59:01,9,23
2023-12-27 14:59:11,7,24
2023-12-27 14:59:21,5,24
2023-12-27 14:59:32,2,24
2023-12-27 14:59:42,0,24
2023-12-27 14:59:52,-2,24
2023-12-27 15:00:03,-4,24
2023-12-27 15:00:13,-6,25
2023-12-27 15:00:23,-8,25
2023-12-27 15:00:34,-11,25
2023-12-27 15:00:44,-13,25
2023-12-27 15:00:54,-16,26
2023-12-27 15:01:05,-18,26
2023-12-27 15:01:15,-20,26
2023-12-27 15:01:25,-22,26
2023-12-27 15:01:36,-25,27
2023-12-27 15:01:46,-27,27
2023-12-27 15:01:56,-29,27
2023-12-27 15:02:07,-32,28
2023-12-27 15:02:17,-34,28
2023-12-27 15:02:27,-36,28
2023-12-27 15:02:38,-38,29
2023-12-27 15:02:48,-41,29
2023-12-27 15:02:58,-43,30
2023-12-27 15:03:09,-45,30
2023-12-27 15:03:19,-48,31
2023-12-27 15:03:29,-50,31
2023-12-27 15:03:40,-52,32
2023-12-27 15:03:50,-54,32
2023-12-27 15:04:00,-56,33
2023-12-27 15:04:11,-59,33
2023-12-27 15:04:21,-61,34
2023-12-27 15:04:31,-63,35
2023-12-27 15:04:42,-65,35
2023-12-27 15:04:52,-67,36
2023-12-27 15:05:03,-69,36
2023-12-27 15:05:13,-71,36
2023-12-27 15:05:23,-72,37
2023-12-27 15:05:34,-74,37
2023-12-27 15:05:44,-75,37
2023-12-27 15:05:54,-76,38
2023-12-27 15:06:05,-77,38
2023-12-27 15:06:15,-78,38
2023-12-27 15:06:25,-79,38
2023-12-27 15:06:36,-80,39
2023-12-27 15:06:46,-81,39
2023-12-27 15:06:57,-81,38
2023-12-27 15:07:07,-81,38
2023-12-27 15:07:17,-81,38
2023-12-27 15:07:28,-81,38
2023-12-27 15:07:38,-81,38
2023-12-27 15:07:48,-80,37
2023-12-27 15:07:59,-80,37
2023-12-27 15:08:09,-80,37
2023-12-27 15:08:19,-80,37
2023-12-27 15:08:30,-80,37
2023-12-27 15:08:40,-80,37
2023-12-27 15:08:50,-80,37
2023-12-27 15:09:01,-80,37
2023-12-27 15:09:11,-80,37
2023-12-27 15:09:21,-80,37
2023-12-27 15:09:32,-80,37
2023-12-27 15:09:42,-80,37
2023-12-27 15:09:53,-80,37
2023-12-27 15:10:03,-80,37
2023-12-27 15:10:13,-80,37
2023-12-27 15:10:23,-80,37
