current_time,detector_temperature,backside_temperature
2023-12-31 18:35:54,-25,34
2023-12-31 18:36:04,-24,33
2023-12-31 18:36:15,-23,34
2023-12-31 18:36:25,-25,35
2023-12-31 18:36:36,-28,37
2023-12-31 18:36:46,-31,37
2023-12-31 18:36:56,-35,38
2023-12-31 18:37:07,-38,38
2023-12-31 18:37:17,-41,39
2023-12-31 18:37:27,-43,39
2023-12-31 18:37:38,-46,40
2023-12-31 18:37:48,-48,40
2023-12-31 18:37:59,-50,40
2023-12-31 18:38:09,-52,41
2023-12-31 18:38:19,-54,41
2023-12-31 18:38:30,-55,41
2023-12-31 18:38:40,-57,42
2023-12-31 18:38:50,-58,42
2023-12-31 18:39:01,-59,42
2023-12-31 18:39:11,-60,42
2023-12-31 18:39:22,-61,42
2023-12-31 18:39:32,-62,43
2023-12-31 18:39:42,-63,43
2023-12-31 18:39:53,-64,43
2023-12-31 18:40:03,-65,43
2023-12-31 18:40:13,-65,43
2023-12-31 18:40:24,-66,43
2023-12-31 18:40:34,-66,44
2023-12-31 18:40:44,-67,44
2023-12-31 18:40:55,-67,44
2023-12-31 18:41:05,-67,44
2023-12-31 18:41:16,-68,44
2023-12-31 18:41:26,-68,44
2023-12-31 18:41:36,-68,44
2023-12-31 18:41:47,-69,44
2023-12-31 18:41:57,-69,44
2023-12-31 18:42:07,-69,45
2023-12-31 18:42:18,-69,45
2023-12-31 18:42:28,-69,45
2023-12-31 18:42:38,-69,45
2023-12-31 18:42:49,-70,45
2023-12-31 18:42:59,-70,45
2023-12-31 18:43:10,-70,45
2023-12-31 18:43:20,-70,45
2023-12-31 18:43:30,-70,45
2023-12-31 18:43:41,-70,45
2023-12-31 18:43:51,-70,45
2023-12-31 18:44:01,-70,45
2023-12-31 18:44:12,-70,45
2023-12-31 18:44:22,-70,45
2023-12-31 18:44:32,-70,45
2023-12-31 18:44:43,-70,45
2023-12-31 18:44:53,-70,45
2023-12-31 18:45:03,-70,45
2023-12-31 18:45:14,-70,45
2023-12-31 18:45:24,-70,45
2023-12-31 18:45:35,-70,45
2023-12-31 18:45:45,-70,45
2023-12-31 18:45:55,-70,45
2023-12-31 18:46:06,-70,45
2023-12-31 18:46:16,-70,45
2023-12-31 18:46:26,-70,45
2023-12-31 18:46:37,-70,45
2023-12-31 18:46:47,-70,45
2023-12-31 18:46:57,-70,45
2023-12-31 18:47:08,-70,45
2023-12-31 18:47:18,-69,45
2023-12-31 18:47:28,-69,45
2023-12-31 18:47:39,-69,45
2023-12-31 18:47:49,-69,45
